Date,Close
1/2/2015,308.52
1/5/2015,302.19
1/6/2015,295.29
1/7/2015,298.42
1/8/2015,300.46
1/9/2015,296.93
1/12/2015,291.41
1/13/2015,294.74
1/14/2015,293.27
1/15/2015,286.95
1/16/2015,290.74
1/20/2015,289.44
1/21/2015,297.25
1/22/2015,310.32
1/23/2015,312.39
1/26/2015,309.66
1/27/2015,306.75
1/28/2015,303.91
1/29/2015,311.78
1/30/2015,354.53
2/2/2015,364.47
2/3/2015,363.55
2/4/2015,364.75
2/5/2015,373.89
2/6/2015,374.28
2/9/2015,370.56
2/10/2015,373
2/11/2015,375.14
2/12/2015,377.17
2/13/2015,381.83
2/17/2015,375.43
2/18/2015,373.37
2/19/2015,379
2/20/2015,383.66
2/23/2015,380.14
2/24/2015,378.59
2/25/2015,385.37
2/26/2015,384.8
2/27/2015,380.16
3/2/2015,385.66
3/3/2015,384.61
3/4/2015,382.72
3/5/2015,387.83
3/6/2015,380.09
3/9/2015,378.56
3/10/2015,369.51
3/11/2015,366.37
3/12/2015,374.24
3/13/2015,370.58
3/16/2015,373.35
3/17/2015,371.92
3/18/2015,375.14
3/19/2015,373.24
3/20/2015,378.49
3/23/2015,375.11
3/24/2015,374.09
3/25/2015,370.96
3/26/2015,367.35
3/27/2015,370.56
3/30/2015,374.59
3/31/2015,372.1
4/1/2015,370.26
4/2/2015,372.25
4/6/2015,377.04
4/7/2015,374.41
4/8/2015,381.2
4/9/2015,383.54
4/10/2015,382.65
4/13/2015,382.36
4/14/2015,385.11
4/15/2015,383.45
4/16/2015,386.04
4/17/2015,375.56
4/20/2015,389.51
4/21/2015,391.18
4/22/2015,389.8
4/23/2015,389.99
4/24/2015,445.1
4/27/2015,438.56
4/28/2015,429.31
4/29/2015,429.37
4/30/2015,421.78
5/1/2015,422.87
5/4/2015,423.04
5/5/2015,421.19
5/6/2015,419.1
5/7/2015,426.88
5/8/2015,433.69
5/11/2015,432.85
5/12/2015,431.02
5/13/2015,426.87
5/14/2015,432.28
5/15/2015,426
5/18/2015,425.24
5/19/2015,421.71
5/20/2015,423.86
5/21/2015,431.63
5/22/2015,427.63
5/26/2015,425.47
5/27/2015,431.42
5/28/2015,426.57
5/29/2015,429.23
6/1/2015,430.92
6/2/2015,430.99
6/3/2015,436.59
6/4/2015,430.78
6/5/2015,426.95
6/8/2015,423.5
6/9/2015,425.48
6/10/2015,430.77
6/11/2015,432.97
6/12/2015,429.92
6/15/2015,423.67
6/16/2015,427.26
6/17/2015,427.81
6/18/2015,439.39
6/19/2015,434.92
6/22/2015,436.29
6/23/2015,445.99
6/24/2015,440.84
6/25/2015,440.1
6/26/2015,438.1
6/29/2015,429.86
6/30/2015,434.09
7/1/2015,437.39
7/2/2015,437.71
7/6/2015,436.04
7/7/2015,436.72
7/8/2015,429.7
7/9/2015,434.39
7/10/2015,443.51
7/13/2015,455.57
7/14/2015,465.57
7/15/2015,461.19
7/16/2015,475.48
7/17/2015,483.01
7/20/2015,488.1
7/21/2015,488
7/22/2015,488.27
7/23/2015,482.18
7/24/2015,529.42
7/27/2015,531.41
7/28/2015,526.03
7/29/2015,529
7/30/2015,536.76
7/31/2015,536.15
8/3/2015,535.03
8/4/2015,531.9
8/5/2015,537.01
8/6/2015,529.46
8/7/2015,522.62
8/10/2015,524
8/11/2015,527.46
8/12/2015,525.91
8/13/2015,529.66
8/14/2015,531.52
8/17/2015,535.22
8/18/2015,535.02
8/19/2015,532.92
8/20/2015,515.78
8/21/2015,494.47
8/24/2015,463.37
8/25/2015,466.37
8/26/2015,500.77
8/27/2015,518.37
8/28/2015,518.01
8/31/2015,512.89
9/1/2015,496.54
9/2/2015,510.55
9/3/2015,504.72
9/4/2015,499
9/8/2015,517.54
9/9/2015,516.89
9/10/2015,522.24
9/11/2015,529.44
9/14/2015,521.38
9/15/2015,522.37
9/16/2015,527.39
9/17/2015,538.87
9/18/2015,540.26
9/21/2015,548.39
9/22/2015,538.4
9/23/2015,536.07
9/24/2015,533.75
9/25/2015,524.25
9/28/2015,504.06
9/29/2015,496.07
9/30/2015,511.89
10/1/2015,520.72
10/2/2015,532.54
10/5/2015,543.68
10/6/2015,537.48
10/7/2015,541.94
10/8/2015,533.16
10/9/2015,539.8
10/12/2015,550.19
10/13/2015,548.9
10/14/2015,544.83
10/15/2015,562.44
10/16/2015,570.76
10/19/2015,573.15
10/20/2015,560.88
10/21/2015,555.77
10/22/2015,563.91
10/23/2015,599.03
10/26/2015,608.61
10/27/2015,611.01
10/28/2015,617.1
10/29/2015,626.55
10/30/2015,625.9
11/2/2015,628.35
11/3/2015,625.31
11/4/2015,640.95
11/5/2015,655.65
11/6/2015,659.37
11/9/2015,655.49
11/10/2015,659.68
11/11/2015,673.25
11/12/2015,665.6
11/13/2015,642.35
11/16/2015,647.81
11/17/2015,643.3
11/18/2015,663.54
11/19/2015,661.27
11/20/2015,668.45
11/23/2015,678.99
11/24/2015,671.15
11/25/2015,675.34
11/27/2015,673.26
11/30/2015,664.8
12/1/2015,679.06
12/2/2015,676.01
12/3/2015,666.25
12/4/2015,672.64
12/7/2015,669.83
12/8/2015,677.33
12/9/2015,664.79
12/10/2015,662.32
12/11/2015,640.15
12/14/2015,657.91
12/15/2015,658.64
12/16/2015,675.77
12/17/2015,670.65
12/18/2015,664.14
12/21/2015,664.51
12/22/2015,663.15
12/23/2015,663.7
12/24/2015,662.79
12/28/2015,675.2
12/29/2015,693.97
12/30/2015,689.07
12/31/2015,675.89
1/4/2016,636.99
1/5/2016,633.79
1/6/2016,632.65
1/7/2016,607.94
1/8/2016,607.05
1/11/2016,617.74
1/12/2016,617.89
1/13/2016,581.81
1/14/2016,593
1/15/2016,570.18
1/19/2016,574.48
1/20/2016,571.77
1/21/2016,575.02
1/22/2016,596.38
1/25/2016,596.53
1/26/2016,601.25
1/27/2016,583.35
1/28/2016,635.35
1/29/2016,587
2/1/2016,574.81
2/2/2016,552.1
2/3/2016,531.07
2/4/2016,536.26
2/5/2016,502.13
2/8/2016,488.1
2/9/2016,482.07
2/10/2016,490.48
2/11/2016,503.82
2/12/2016,507.08
2/16/2016,521.1
2/17/2016,534.1
2/18/2016,525
2/19/2016,534.9
2/22/2016,559.5
2/23/2016,552.94
2/24/2016,554.04
2/25/2016,555.15
2/26/2016,555.23
2/29/2016,552.52
3/1/2016,579.04
3/2/2016,580.21
3/3/2016,577.49
3/4/2016,575.14
3/7/2016,562.8
3/8/2016,560.26
3/9/2016,559.47
3/10/2016,558.93
3/11/2016,569.61
3/14/2016,573.37
3/15/2016,577.02
3/16/2016,574.27
3/17/2016,559.44
3/18/2016,552.08
3/21/2016,553.98
3/22/2016,560.48
3/23/2016,569.63
3/24/2016,582.95
3/28/2016,579.87
3/29/2016,593.86
3/30/2016,598.69
3/31/2016,593.64
4/1/2016,598.5
4/4/2016,593.19
4/5/2016,586.14
4/6/2016,602.08
4/7/2016,591.43
4/8/2016,594.6
4/11/2016,595.93
4/12/2016,603.17
4/13/2016,614.82
4/14/2016,620.75
4/15/2016,625.89
4/18/2016,635.35
4/19/2016,627.9
4/20/2016,632.99
4/21/2016,631
4/22/2016,620.5
4/25/2016,626.2
4/26/2016,616.88
4/27/2016,606.57
4/28/2016,602
4/29/2016,659.59
5/2/2016,683.85
5/3/2016,671.32
5/4/2016,670.9
5/5/2016,659.09
5/6/2016,673.95
5/9/2016,679.75
5/10/2016,703.07
5/11/2016,713.23
5/12/2016,717.93
5/13/2016,709.92
5/16/2016,710.66
5/17/2016,695.27
5/18/2016,697.45
5/19/2016,698.52
5/20/2016,702.8
5/23/2016,696.75
5/24/2016,704.2
5/25/2016,708.35
5/26/2016,714.91
5/27/2016,712.24
5/31/2016,722.79
6/1/2016,719.44
6/2/2016,728.24
6/3/2016,725.54
6/6/2016,726.73
6/7/2016,723.74
6/8/2016,726.64
6/9/2016,727.65
6/10/2016,717.91
6/13/2016,715.24
6/14/2016,719.3
6/15/2016,714.26
6/16/2016,717.51
6/17/2016,706.39
6/20/2016,714.01
6/21/2016,715.82
6/22/2016,710.6
6/23/2016,722.08
6/24/2016,698.96
6/27/2016,691.36
6/28/2016,707.95
6/29/2016,715.6
6/30/2016,715.62
7/1/2016,725.68
7/5/2016,728.1
7/6/2016,737.61
7/7/2016,736.57
7/8/2016,745.81
7/11/2016,753.78
7/12/2016,748.21
7/13/2016,742.63
7/14/2016,741.2
7/15/2016,735.44
7/18/2016,736.07
7/19/2016,739.95
7/20/2016,745.72
7/21/2016,744.43
7/22/2016,744.86
7/25/2016,739.61
7/26/2016,735.59
7/27/2016,736.67
7/28/2016,752.61
7/29/2016,758.81
8/1/2016,767.74
8/2/2016,760.58
8/3/2016,754.64
8/4/2016,760.77
8/5/2016,765.98
8/8/2016,766.56
8/9/2016,768.31
8/10/2016,768.56
8/11/2016,771.24
8/12/2016,772.56
8/15/2016,768.49
8/16/2016,764.04
8/17/2016,764.63
8/18/2016,764.46
8/19/2016,757.31
8/22/2016,759.48
8/23/2016,762.45
8/24/2016,757.25
8/25/2016,759.22
8/26/2016,769
8/29/2016,771.29
8/30/2016,767.58
8/31/2016,769.16
9/1/2016,770.62
9/2/2016,772.44
9/6/2016,788.87
9/7/2016,784.48
9/8/2016,784.06
9/9/2016,760.14
9/12/2016,771.49
9/13/2016,761.01
9/14/2016,761.09
9/15/2016,769.69
9/16/2016,778.52
9/19/2016,775.1
9/20/2016,780.22
9/21/2016,789.74
9/22/2016,804.7
9/23/2016,805.75
9/26/2016,799.16
9/27/2016,816.11
9/28/2016,828.72
9/29/2016,829.05
9/30/2016,837.31
10/3/2016,836.74
10/4/2016,834.03
10/5/2016,844.36
10/6/2016,841.66
10/7/2016,839.43
10/10/2016,841.71
10/11/2016,831
10/12/2016,834.09
10/13/2016,829.28
10/14/2016,822.96
10/17/2016,812.95
10/18/2016,817.65
10/19/2016,817.69
10/20/2016,810.32
10/21/2016,818.99
10/24/2016,838.09
10/25/2016,835.18
10/26/2016,822.59
10/27/2016,818.36
10/28/2016,776.32
10/31/2016,789.82
11/1/2016,785.41
11/2/2016,765.56
11/3/2016,767.03
11/4/2016,755.05
11/7/2016,784.93
11/8/2016,787.75
11/9/2016,771.88
11/10/2016,742.38
11/11/2016,739.01
11/14/2016,719.07
11/15/2016,743.24
11/16/2016,746.49
11/17/2016,756.4
11/18/2016,760.16
11/21/2016,780
11/22/2016,785.33
11/23/2016,780.12
11/25/2016,780.37
11/28/2016,766.77
11/29/2016,762.52
11/30/2016,750.57
12/1/2016,743.65
12/2/2016,740.34
12/5/2016,759.36
12/6/2016,764.72
12/7/2016,770.42
12/8/2016,767.33
12/9/2016,768.66
12/12/2016,760.12
12/13/2016,774.34
12/14/2016,768.82
12/15/2016,761
12/16/2016,757.77
12/19/2016,766
12/20/2016,771.22
12/21/2016,770.6
12/22/2016,766.34
12/23/2016,760.59
12/27/2016,771.4
12/28/2016,772.13
12/29/2016,765.15
12/30/2016,749.87
1/3/2017,753.67
1/4/2017,757.18
1/5/2017,780.45
1/6/2017,795.99
1/9/2017,796.92
1/10/2017,795.9
1/11/2017,799.02
1/12/2017,813.64
1/13/2017,817.14
1/17/2017,809.72
1/18/2017,807.48
1/19/2017,809.04
1/20/2017,808.33
1/23/2017,817.88
1/24/2017,822.44
1/25/2017,836.52
1/26/2017,839.15
1/27/2017,835.77
1/30/2017,830.38
1/31/2017,823.48
2/1/2017,832.35
2/2/2017,839.95
2/3/2017,810.2
2/6/2017,807.64
2/7/2017,812.5
2/8/2017,819.71
2/9/2017,821.36
2/10/2017,827.46
2/13/2017,836.53
2/14/2017,836.39
2/15/2017,842.7
2/16/2017,844.14
2/17/2017,845.07
2/21/2017,856.44
2/22/2017,855.61
2/23/2017,852.19
2/24/2017,845.24
2/27/2017,848.64
2/28/2017,845.04
3/1/2017,853.08
3/2/2017,848.91
3/3/2017,849.88
3/6/2017,846.61
3/7/2017,846.02
3/8/2017,850.5
3/9/2017,853
3/10/2017,852.46
3/13/2017,854.59
3/14/2017,852.53
3/15/2017,852.97
3/16/2017,853.42
3/17/2017,852.31
3/20/2017,856.97
3/21/2017,843.2
3/22/2017,848.06
3/23/2017,847.38
3/24/2017,845.61
3/27/2017,846.82
3/28/2017,856
3/29/2017,874.32
3/30/2017,876.34
3/31/2017,886.54
4/3/2017,891.51
4/4/2017,906.83
4/5/2017,909.28
4/6/2017,898.28
4/7/2017,894.88
4/10/2017,907.04
4/11/2017,902.36
4/12/2017,896.23
4/13/2017,884.67
4/17/2017,901.99
4/18/2017,903.78
4/19/2017,899.2
4/20/2017,902.06
4/21/2017,898.53
4/24/2017,907.41
4/25/2017,907.62
4/26/2017,909.29
4/27/2017,918.38
4/28/2017,924.99
5/1/2017,948.23
5/2/2017,946.94
5/3/2017,941.03
5/4/2017,937.53
5/5/2017,934.15
5/8/2017,949.04
5/9/2017,952.82
5/10/2017,948.95
5/11/2017,947.62
5/12/2017,961.35
5/15/2017,957.97
5/16/2017,966.07
5/17/2017,944.76
5/18/2017,958.49
5/19/2017,959.84
5/22/2017,970.67
5/23/2017,971.54
5/24/2017,980.35
5/25/2017,993.38
5/26/2017,995.78
5/30/2017,996.7
5/31/2017,994.62
6/1/2017,995.95
6/2/2017,1006.73
6/5/2017,1011.34
6/6/2017,1003
6/7/2017,1010.07
6/8/2017,1010.27
6/9/2017,978.31
6/12/2017,964.91
6/13/2017,980.79
6/14/2017,976.47
6/15/2017,964.17
6/16/2017,987.71
6/19/2017,995.17
6/20/2017,992.59
6/21/2017,1002.23
6/22/2017,1001.3
6/23/2017,1003.74
6/26/2017,993.98
6/27/2017,976.78
6/28/2017,990.33
6/29/2017,975.93
6/30/2017,968
7/3/2017,953.66
7/5/2017,971.4
7/6/2017,965.14
7/7/2017,978.76
7/10/2017,996.47
7/11/2017,994.13
7/12/2017,1006.51
7/13/2017,1000.63
7/14/2017,1001.81
7/17/2017,1010.04
7/18/2017,1024.45
7/19/2017,1026.87
7/20/2017,1028.7
7/21/2017,1025.67
7/24/2017,1038.95
